,time,customer_no,name,location,hour
2494,14:22:00,756,Jacquelyn Lamas,spices,14
2495,14:22:00,765,Sun Kane,spices,14
2496,14:22:00,766,Evelyn Robinson,dairy,14
2497,14:22:00,768,Dane Knowles,dairy,14
2498,14:23:00,753,Jeanette Gordon,spices,14
2499,14:23:00,756,Jacquelyn Lamas,fruit,14
2500,14:23:00,758,Jack Bowen,checkout,14
2501,14:23:00,765,Sun Kane,dairy,14
2502,14:23:00,769,Jesica Thompson,dairy,14
2503,14:24:00,753,Jeanette Gordon,checkout,14
2504,14:24:00,756,Jacquelyn Lamas,dairy,14
2505,14:24:00,766,Evelyn Robinson,checkout,14
2506,14:24:00,770,Cheryl Hutchison,dairy,14
2507,14:24:00,771,Alma Calley,fruit,14
2508,14:24:00,772,Johnny Germain,drinks,14
2509,14:24:00,773,Pearl Mitchell,fruit,14
2510,14:24:00,774,Alfredo Wiggs,fruit,14
2511,14:24:00,775,Helen Schrum,spices,14
2512,14:25:00,756,Jacquelyn Lamas,checkout,14
2513,14:25:00,765,Sun Kane,checkout,14
2514,14:25:00,768,Dane Knowles,checkout,14
2515,14:25:00,771,Alma Calley,drinks,14
2516,14:25:00,774,Alfredo Wiggs,checkout,14
2517,14:26:00,773,Pearl Mitchell,spices,14
2518,14:26:00,776,Harold Burgos,fruit,14
2519,14:26:00,777,Martha Samuel,dairy,14
2520,14:27:00,748,Paige Wright,fruit,14
2521,14:27:00,764,Jason Rosen,checkout,14
2522,14:27:00,776,Harold Burgos,checkout,14
2523,14:27:00,778,Donna Eubanks,dairy,14
2524,14:28:00,771,Alma Calley,checkout,14
2525,14:28:00,772,Johnny Germain,checkout,14
2526,14:28:00,773,Pearl Mitchell,checkout,14
2527,14:28:00,775,Helen Schrum,dairy,14
2528,14:28:00,779,Leon Mcnair,drinks,14
2529,14:29:00,779,Leon Mcnair,checkout,14
2530,14:29:00,780,Marcos Fuentes,drinks,14
2531,14:29:00,781,Jennifer Carrol,dairy,14
2532,14:30:00,748,Paige Wright,dairy,14
2533,14:30:00,778,Donna Eubanks,fruit,14
2534,14:30:00,780,Marcos Fuentes,checkout,14
2535,14:31:00,748,Paige Wright,drinks,14
2536,14:31:00,770,Cheryl Hutchison,drinks,14
2537,14:31:00,775,Helen Schrum,drinks,14
2538,14:31:00,778,Donna Eubanks,dairy,14
2539,14:31:00,782,Robert Miguel,spices,14
2540,14:31:00,783,Ray Brown,spices,14
2541,14:31:00,784,Bonnie Groce,spices,14
2542,14:31:00,785,Beth Counterman,drinks,14
2543,14:31:00,786,Nicholas Godwin,dairy,14
2544,14:31:00,787,Rosemary Johnson,spices,14
2545,14:32:00,748,Paige Wright,checkout,14
2546,14:32:00,770,Cheryl Hutchison,checkout,14
2547,14:32:00,775,Helen Schrum,dairy,14
2548,14:32:00,782,Robert Miguel,dairy,14
2549,14:32:00,783,Ray Brown,fruit,14
2550,14:32:00,784,Bonnie Groce,dairy,14
2551,14:32:00,786,Nicholas Godwin,drinks,14
2552,14:32:00,787,Rosemary Johnson,drinks,14
2553,14:32:00,788,Vicki Massenburg,fruit,14
2554,14:32:00,789,Diane Slipper,drinks,14
2555,14:33:00,781,Jennifer Carrol,checkout,14
2556,14:33:00,782,Robert Miguel,drinks,14
2557,14:33:00,783,Ray Brown,dairy,14
2558,14:33:00,784,Bonnie Groce,spices,14
2559,14:33:00,786,Nicholas Godwin,checkout,14
2560,14:33:00,788,Vicki Massenburg,dairy,14
2561,14:33:00,789,Diane Slipper,checkout,14
2562,14:33:00,790,Mary Clover,spices,14
2563,14:33:00,791,Elsie Gomer,spices,14
2564,14:33:00,792,Kevin Mcalister,fruit,14
2565,14:33:00,793,Cynthia Dishman,dairy,14
2566,14:33:00,794,Johnny Hicks,drinks,14
2567,14:33:00,795,Lisa Garcia,fruit,14
2568,14:34:00,769,Jesica Thompson,drinks,14
2569,14:34:00,775,Helen Schrum,checkout,14
2570,14:34:00,783,Ray Brown,spices,14
2571,14:34:00,784,Bonnie Groce,checkout,14
2572,14:34:00,785,Beth Counterman,checkout,14
2573,14:34:00,788,Vicki Massenburg,checkout,14
2574,14:34:00,791,Elsie Gomer,drinks,14
2575,14:34:00,796,James Bays,fruit,14
2576,14:34:00,797,Josephine Batte,dairy,14
2577,14:34:00,798,Christopher Lado,drinks,14
2578,14:35:00,769,Jesica Thompson,fruit,14
2579,14:35:00,777,Martha Samuel,checkout,14
2580,14:35:00,782,Robert Miguel,checkout,14
2581,14:35:00,783,Ray Brown,drinks,14
2582,14:35:00,792,Kevin Mcalister,checkout,14
2583,14:35:00,793,Cynthia Dishman,drinks,14
2584,14:35:00,795,Lisa Garcia,checkout,14
2585,14:35:00,798,Christopher Lado,checkout,14
2586,14:36:00,721,Joyce Pater,checkout,14
2587,14:36:00,778,Donna Eubanks,checkout,14
2588,14:36:00,787,Rosemary Johnson,fruit,14
2589,14:36:00,790,Mary Clover,dairy,14
2590,14:36:00,791,Elsie Gomer,fruit,14
2591,14:36:00,796,James Bays,checkout,14
2592,14:37:00,783,Ray Brown,checkout,14
2593,14:37:00,790,Mary Clover,fruit,14
2594,14:37:00,791,Elsie Gomer,dairy,14
2595,14:37:00,794,Johnny Hicks,checkout,14
2596,14:38:00,799,Mark Brown,fruit,14
2597,14:38:00,800,Theresa Kotterna,fruit,14
2598,14:39:00,797,Josephine Batte,fruit,14
2599,14:39:00,800,Theresa Kotterna,checkout,14
2600,14:39:00,801,Curtis Bonds,drinks,14
2601,14:39:00,802,James Harris,fruit,14
2602,14:40:00,790,Mary Clover,checkout,14
2603,14:40:00,791,Elsie Gomer,checkout,14
2604,14:40:00,793,Cynthia Dishman,fruit,14
2605,14:40:00,797,Josephine Batte,drinks,14
2606,14:40:00,799,Mark Brown,checkout,14
2607,14:40:00,802,James Harris,checkout,14
2608,14:40:00,803,James Green,fruit,14
2609,14:40:00,804,Robert Winnie,fruit,14
2610,14:41:00,769,Jesica Thompson,checkout,14
2611,14:41:00,793,Cynthia Dishman,spices,14
2612,14:41:00,804,Robert Winnie,checkout,14
2613,14:42:00,793,Cynthia Dishman,checkout,14
2614,14:42:00,805,Lina Whelan,fruit,14
2615,14:43:00,787,Rosemary Johnson,dairy,14
2616,14:43:00,801,Curtis Bonds,spices,14
2617,14:44:00,797,Josephine Batte,fruit,14
2618,14:44:00,801,Curtis Bonds,drinks,14
2619,14:44:00,805,Lina Whelan,dairy,14
2620,14:45:00,801,Curtis Bonds,spices,14
2621,14:45:00,805,Lina Whelan,checkout,14
2622,14:45:00,806,Erin Rowe,fruit,14
2623,14:45:00,807,Judith Connor,fruit,14
2624,14:46:00,797,Josephine Batte,checkout,14
2625,14:46:00,801,Curtis Bonds,dairy,14
2626,14:46:00,807,Judith Connor,drinks,14
2627,14:47:00,787,Rosemary Johnson,checkout,14
2628,14:47:00,803,James Green,spices,14
2629,14:47:00,806,Erin Rowe,dairy,14
2630,14:47:00,808,Michael Korol,drinks,14
2631,14:47:00,809,Danny Boyd,spices,14
2632,14:47:00,810,Marjorie Tanzosch,fruit,14
2633,14:48:00,806,Erin Rowe,spices,14
2634,14:49:00,803,James Green,drinks,14
2635,14:49:00,807,Judith Connor,checkout,14
2636,14:49:00,808,Michael Korol,checkout,14
2637,14:49:00,809,Danny Boyd,checkout,14
2638,14:49:00,811,Gloria Thorpe,fruit,14
2639,14:50:00,803,James Green,dairy,14
2640,14:50:00,806,Erin Rowe,checkout,14
2641,14:50:00,810,Marjorie Tanzosch,checkout,14
2642,14:51:00,811,Gloria Thorpe,spices,14
2643,14:52:00,803,James Green,checkout,14
2644,14:52:00,812,Mark Dunton,fruit,14
2645,14:52:00,813,Doris Blando,fruit,14
2646,14:52:00,814,Joan Crumpton,spices,14
2647,14:52:00,815,Minnie Ray,fruit,14
2648,14:52:00,816,Joyce Hill,drinks,14
2649,14:52:00,817,Melissa Kelley,fruit,14
2650,14:53:00,811,Gloria Thorpe,checkout,14
2651,14:53:00,815,Minnie Ray,spices,14
2652,14:53:00,816,Joyce Hill,dairy,14
2653,14:54:00,815,Minnie Ray,drinks,14
2654,14:54:00,816,Joyce Hill,drinks,14
2655,14:54:00,817,Melissa Kelley,dairy,14
2656,14:55:00,812,Mark Dunton,dairy,14
2657,14:55:00,813,Doris Blando,checkout,14
2658,14:55:00,816,Joyce Hill,fruit,14
2659,14:55:00,818,James Brown,dairy,14
2660,14:55:00,819,Dale Stone,drinks,14
2661,14:56:00,812,Mark Dunton,fruit,14
2662,14:56:00,815,Minnie Ray,spices,14
2663,14:56:00,820,Gary Vasquez,dairy,14
2664,14:57:00,801,Curtis Bonds,spices,14
2665,14:57:00,814,Joan Crumpton,fruit,14
2666,14:57:00,815,Minnie Ray,drinks,14
2667,14:58:00,814,Joan Crumpton,drinks,14
2668,14:58:00,816,Joyce Hill,spices,14
2669,14:58:00,817,Melissa Kelley,fruit,14
2670,14:59:00,814,Joan Crumpton,spices,14
2671,14:59:00,815,Minnie Ray,checkout,14
2672,14:59:00,821,Timothy Carnagey,fruit,14
2673,15:00:00,814,Joan Crumpton,dairy,15
2674,15:00:00,817,Melissa Kelley,checkout,15
2675,15:00:00,820,Gary Vasquez,fruit,15
2676,15:00:00,821,Timothy Carnagey,checkout,15
2677,15:00:00,822,Angelia Butler,dairy,15
2678,15:00:00,823,Eric Acevedo,fruit,15
2679,15:00:00,824,Verna Gordon,spices,15
2680,15:00:00,825,Leila Moses,dairy,15
2681,15:01:00,812,Mark Dunton,checkout,15
2682,15:01:00,814,Joan Crumpton,checkout,15
2683,15:01:00,819,Dale Stone,spices,15
2684,15:01:00,823,Eric Acevedo,checkout,15
2685,15:01:00,824,Verna Gordon,fruit,15
2686,15:02:00,801,Curtis Bonds,checkout,15
2687,15:02:00,816,Joyce Hill,drinks,15
2688,15:02:00,818,James Brown,drinks,15
2689,15:02:00,820,Gary Vasquez,drinks,15
2690,15:02:00,825,Leila Moses,checkout,15
2691,15:04:00,818,James Brown,checkout,15
2692,15:04:00,819,Dale Stone,dairy,15
2693,15:04:00,820,Gary Vasquez,spices,15
2694,15:04:00,826,Patrick Napolitano,spices,15
2695,15:04:00,827,Angelita Rodriquez,drinks,15
2696,15:04:00,828,Eula Carter,fruit,15
2697,15:05:00,816,Joyce Hill,spices,15
2698,15:05:00,819,Dale Stone,drinks,15
2699,15:05:00,820,Gary Vasquez,drinks,15
2700,15:05:00,826,Patrick Napolitano,drinks,15
2701,15:05:00,827,Angelita Rodriquez,checkout,15
2702,15:05:00,828,Eula Carter,dairy,15
2703,15:05:00,829,Frank Carpenter,dairy,15
2704,15:05:00,830,Nicholas Schaefer,dairy,15
2705,15:06:00,820,Gary Vasquez,spices,15
2706,15:06:00,826,Patrick Napolitano,checkout,15
2707,15:06:00,828,Eula Carter,drinks,15
2708,15:06:00,830,Nicholas Schaefer,checkout,15
2709,15:06:00,831,Sandra Spencer,drinks,15
2710,15:06:00,832,John Nixon,dairy,15
2711,15:06:00,833,Sarah Houck,fruit,15
2712,15:06:00,834,Tyrone Stone,fruit,15
2713,15:06:00,835,Ashley Ulibarri,drinks,15
2714,15:07:00,819,Dale Stone,spices,15
2715,15:07:00,820,Gary Vasquez,drinks,15
2716,15:07:00,824,Verna Gordon,checkout,15
2717,15:07:00,832,John Nixon,checkout,15
2718,15:07:00,835,Ashley Ulibarri,checkout,15
2719,15:08:00,816,Joyce Hill,fruit,15
2720,15:08:00,822,Angelia Butler,checkout,15
2721,15:08:00,829,Frank Carpenter,checkout,15
2722,15:09:00,819,Dale Stone,drinks,15
2723,15:09:00,833,Sarah Houck,dairy,15
2724,15:10:00,831,Sandra Spencer,spices,15
2725,15:10:00,834,Tyrone Stone,checkout,15
2726,15:10:00,836,Carl Cole,dairy,15
2727,15:10:00,837,Madeline Laughlin,fruit,15
2728,15:10:00,838,Paul Ziadie,fruit,15
2729,15:10:00,839,Susan Hardy,dairy,15
2730,15:11:00,816,Joyce Hill,checkout,15
2731,15:11:00,819,Dale Stone,checkout,15
2732,15:11:00,840,Cynthia Deal,spices,15
2733,15:11:00,841,Pearlie Austin,fruit,15
2734,15:11:00,842,Barbara Brock,fruit,15
2735,15:11:00,843,Michael Canela,spices,15
2736,15:12:00,828,Eula Carter,fruit,15
2737,15:12:00,833,Sarah Houck,checkout,15
2738,15:12:00,837,Madeline Laughlin,dairy,15
2739,15:12:00,838,Paul Ziadie,checkout,15
2740,15:12:00,840,Cynthia Deal,checkout,15
2741,15:12:00,843,Michael Canela,dairy,15
2742,15:13:00,831,Sandra Spencer,drinks,15
2743,15:13:00,839,Susan Hardy,checkout,15
2744,15:13:00,841,Pearlie Austin,checkout,15
2745,15:14:00,820,Gary Vasquez,spices,15
2746,15:14:00,831,Sandra Spencer,checkout,15
2747,15:15:00,820,Gary Vasquez,drinks,15
2748,15:15:00,828,Eula Carter,drinks,15
2749,15:15:00,844,Samuel Beaufort,spices,15
2750,15:15:00,845,Barbara Stout,fruit,15
2751,15:15:00,846,Terry Rood,drinks,15
2752,15:16:00,820,Gary Vasquez,spices,15
2753,15:16:00,844,Samuel Beaufort,drinks,15
2754,15:16:00,846,Terry Rood,fruit,15
2755,15:17:00,820,Gary Vasquez,drinks,15
2756,15:17:00,842,Barbara Brock,spices,15
2757,15:17:00,843,Michael Canela,drinks,15
2758,15:17:00,844,Samuel Beaufort,checkout,15
2759,15:17:00,845,Barbara Stout,checkout,15
2760,15:17:00,847,Shari Polston,dairy,15
2761,15:17:00,848,Christen Edwards,spices,15
2762,15:17:00,849,John Sert,dairy,15
2763,15:17:00,850,James Young,spices,15
2764,15:18:00,843,Michael Canela,fruit,15
2765,15:18:00,848,Christen Edwards,fruit,15
2766,15:18:00,850,James Young,checkout,15
2767,15:19:00,828,Eula Carter,fruit,15
2768,15:19:00,842,Barbara Brock,checkout,15
2769,15:19:00,848,Christen Edwards,spices,15
2770,15:20:00,828,Eula Carter,drinks,15
2771,15:20:00,846,Terry Rood,dairy,15
2772,15:20:00,851,Sheila Creel,fruit,15
2773,15:20:00,852,Jean Aiyer,dairy,15
2774,15:21:00,820,Gary Vasquez,checkout,15
2775,15:21:00,837,Madeline Laughlin,checkout,15
2776,15:21:00,843,Michael Canela,drinks,15
2777,15:21:00,848,Christen Edwards,drinks,15
2778,15:21:00,851,Sheila Creel,dairy,15
2779,15:21:00,852,Jean Aiyer,checkout,15
2780,15:21:00,853,Eliza Garcia,fruit,15
2781,15:21:00,854,Amy Jones,drinks,15
2782,15:21:00,855,Michael Degen,spices,15
2783,15:21:00,856,Jean Sheck,fruit,15
2784,15:21:00,857,Erica Harkins,fruit,15
2785,15:21:00,858,Daryl Cooke,fruit,15
2786,15:22:00,848,Christen Edwards,checkout,15
2787,15:22:00,855,Michael Degen,fruit,15
2788,15:22:00,856,Jean Sheck,checkout,15
2789,15:22:00,857,Erica Harkins,drinks,15
2790,15:23:00,828,Eula Carter,checkout,15
2791,15:23:00,836,Carl Cole,drinks,15
2792,15:23:00,847,Shari Polston,fruit,15
2793,15:23:00,849,John Sert,checkout,15
2794,15:23:00,858,Daryl Cooke,dairy,15
2795,15:24:00,843,Michael Canela,checkout,15
2796,15:24:00,847,Shari Polston,checkout,15
2797,15:24:00,853,Eliza Garcia,checkout,15
2798,15:24:00,855,Michael Degen,checkout,15
2799,15:25:00,836,Carl Cole,checkout,15
2800,15:25:00,851,Sheila Creel,spices,15
2801,15:26:00,846,Terry Rood,drinks,15
2802,15:26:00,851,Sheila Creel,dairy,15
2803,15:26:00,859,Cheryl Sandefur,dairy,15
2804,15:26:00,860,Debra Walton,dairy,15
2805,15:27:00,857,Erica Harkins,fruit,15
2806,15:28:00,851,Sheila Creel,checkout,15
2807,15:28:00,857,Erica Harkins,spices,15
2808,15:29:00,857,Erica Harkins,checkout,15
2809,15:29:00,860,Debra Walton,spices,15
2810,15:29:00,861,Suzanne Timmons,fruit,15
2811,15:29:00,862,Willis Wilson,dairy,15
2812,15:29:00,863,Laura Martinez,spices,15
2813,15:29:00,864,Gloria Carpenter,fruit,15
2814,15:29:00,865,Pete Bolton,dairy,15
2815,15:30:00,854,Amy Jones,fruit,15
2816,15:30:00,863,Laura Martinez,drinks,15
2817,15:31:00,860,Debra Walton,dairy,15
2818,15:31:00,861,Suzanne Timmons,dairy,15
2819,15:31:00,866,Cecily Kloeck,dairy,15
2820,15:31:00,867,Andre Owen,dairy,15
2821,15:32:00,854,Amy Jones,checkout,15
2822,15:32:00,860,Debra Walton,fruit,15
2823,15:32:00,863,Laura Martinez,checkout,15
2824,15:32:00,868,Jason Gore,dairy,15
2825,15:32:00,869,Kayla Ingersoll,fruit,15
2826,15:32:00,870,Francis Hern,spices,15
2827,15:32:00,871,Manuel Bogner,drinks,15
2828,15:32:00,872,Ellis Morel,drinks,15
2829,15:32:00,873,Jessica Nishimura,drinks,15
2830,15:33:00,860,Debra Walton,checkout,15
2831,15:33:00,864,Gloria Carpenter,checkout,15
2832,15:33:00,865,Pete Bolton,drinks,15
2833,15:33:00,872,Ellis Morel,checkout,15
2834,15:34:00,846,Terry Rood,checkout,15
2835,15:34:00,866,Cecily Kloeck,checkout,15
2836,15:34:00,867,Andre Owen,fruit,15
2837,15:34:00,870,Francis Hern,dairy,15
2838,15:34:00,873,Jessica Nishimura,fruit,15
2839,15:35:00,862,Willis Wilson,drinks,15
2840,15:35:00,869,Kayla Ingersoll,checkout,15
2841,15:36:00,859,Cheryl Sandefur,fruit,15
2842,15:36:00,861,Suzanne Timmons,checkout,15
2843,15:37:00,862,Willis Wilson,dairy,15
2844,15:37:00,871,Manuel Bogner,checkout,15
2845,15:38:00,862,Willis Wilson,drinks,15
2846,15:38:00,873,Jessica Nishimura,spices,15
2847,15:39:00,859,Cheryl Sandefur,checkout,15
2848,15:39:00,865,Pete Bolton,fruit,15
2849,15:39:00,868,Jason Gore,spices,15
2850,15:39:00,873,Jessica Nishimura,dairy,15
2851,15:40:00,858,Daryl Cooke,checkout,15
2852,15:40:00,862,Willis Wilson,checkout,15
2853,15:40:00,865,Pete Bolton,checkout,15
2854,15:40:00,873,Jessica Nishimura,checkout,15
2855,15:40:00,874,Laura Barrett,drinks,15
2856,15:40:00,875,Joan Mendes,dairy,15
2857,15:40:00,876,Ruth Duff,fruit,15
2858,15:40:00,877,Leonard Guzman,drinks,15
2859,15:41:00,874,Laura Barrett,checkout,15
2860,15:41:00,876,Ruth Duff,spices,15
2861,15:41:00,878,Doris Demars,drinks,15
2862,15:41:00,879,Trang Smith,fruit,15
2863,15:41:00,880,Garrett Campbell,fruit,15
2864,15:41:00,881,Angela Pape,fruit,15
2865,15:41:00,882,Gilberto Espinoza,fruit,15
2866,15:42:00,867,Andre Owen,drinks,15
2867,15:42:00,868,Jason Gore,dairy,15
2868,15:42:00,876,Ruth Duff,drinks,15
2869,15:42:00,881,Angela Pape,checkout,15
2870,15:43:00,868,Jason Gore,checkout,15
2871,15:43:00,876,Ruth Duff,fruit,15
2872,15:43:00,877,Leonard Guzman,spices,15
2873,15:43:00,878,Doris Demars,fruit,15
2874,15:43:00,879,Trang Smith,checkout,15
2875,15:43:00,880,Garrett Campbell,dairy,15
2876,15:43:00,883,Juliana Thompson,spices,15
2877,15:44:00,867,Andre Owen,spices,15
2878,15:44:00,876,Ruth Duff,dairy,15
2879,15:44:00,877,Leonard Guzman,checkout,15
2880,15:44:00,878,Doris Demars,spices,15
2881,15:44:00,882,Gilberto Espinoza,dairy,15
2882,15:44:00,883,Juliana Thompson,drinks,15
2883,15:45:00,867,Andre Owen,fruit,15
2884,15:45:00,870,Francis Hern,checkout,15
2885,15:45:00,883,Juliana Thompson,checkout,15
2886,15:45:00,884,Justin Lowery,spices,15
2887,15:45:00,885,Robert Lorenzo,spices,15
2888,15:45:00,886,Theodore Bergeron,fruit,15
2889,15:46:00,876,Ruth Duff,spices,15
2890,15:46:00,884,Justin Lowery,drinks,15
2891,15:46:00,886,Theodore Bergeron,checkout,15
2892,15:46:00,887,Paula Acosta,dairy,15
2893,15:46:00,888,Margaret Campbell,spices,15
2894,15:46:00,889,Ethel Holyfield,dairy,15
2895,15:46:00,890,Gerard Barnett,fruit,15
2896,15:46:00,891,Kimberly Russell,fruit,15
2897,15:47:00,876,Ruth Duff,drinks,15
2898,15:47:00,878,Doris Demars,dairy,15
2899,15:47:00,888,Margaret Campbell,checkout,15
2900,15:47:00,892,Hazel Caspari,dairy,15
2901,15:47:00,893,Melissa Crumley,spices,15
2902,15:47:00,894,Frank Glover,dairy,15
2903,15:48:00,867,Andre Owen,checkout,15
2904,15:48:00,882,Gilberto Espinoza,spices,15
2905,15:48:00,885,Robert Lorenzo,fruit,15
2906,15:48:00,887,Paula Acosta,checkout,15
2907,15:49:00,882,Gilberto Espinoza,drinks,15
2908,15:50:00,876,Ruth Duff,spices,15
2909,15:50:00,878,Doris Demars,fruit,15
2910,15:50:00,880,Garrett Campbell,drinks,15
2911,15:50:00,885,Robert Lorenzo,dairy,15
2912,15:50:00,889,Ethel Holyfield,checkout,15
2913,15:50:00,890,Gerard Barnett,dairy,15
2914,15:50:00,893,Melissa Crumley,drinks,15
2915,15:50:00,894,Frank Glover,checkout,15
2916,15:51:00,876,Ruth Duff,drinks,15
2917,15:51:00,878,Doris Demars,checkout,15
2918,15:51:00,884,Justin Lowery,checkout,15
2919,15:51:00,895,Annette Thurgood,dairy,15
2920,15:52:00,882,Gilberto Espinoza,checkout,15
2921,15:52:00,893,Melissa Crumley,checkout,15
2922,15:52:00,896,Lea Payeur,spices,15
2923,15:52:00,897,Anna Racine,spices,15
2924,15:52:00,898,Thomas Kuhn,dairy,15
2925,15:53:00,876,Ruth Duff,spices,15
2926,15:53:00,880,Garrett Campbell,fruit,15
2927,15:53:00,891,Kimberly Russell,dairy,15
2928,15:53:00,892,Hazel Caspari,spices,15
2929,15:53:00,895,Annette Thurgood,checkout,15
2930,15:53:00,896,Lea Payeur,drinks,15
2931,15:53:00,899,Kathleen Ovalle,spices,15
2932,15:54:00,876,Ruth Duff,checkout,15
2933,15:54:00,892,Hazel Caspari,drinks,15
2934,15:54:00,897,Anna Racine,drinks,15
2935,15:54:00,899,Kathleen Ovalle,dairy,15
2936,15:54:00,900,William Dawkins,spices,15
2937,15:54:00,901,Brett Kendall,spices,15
2938,15:56:00,885,Robert Lorenzo,fruit,15
2939,15:56:00,899,Kathleen Ovalle,checkout,15
2940,15:56:00,900,William Dawkins,fruit,15
2941,15:56:00,901,Brett Kendall,drinks,15
2942,15:56:00,902,Lorraine Woolard,fruit,15
2943,15:56:00,903,Ruben Pugh,fruit,15
2944,15:56:00,904,Larry Bowser,spices,15
2945,15:57:00,880,Garrett Campbell,spices,15
2946,15:57:00,898,Thomas Kuhn,fruit,15
2947,15:57:00,900,William Dawkins,spices,15
2948,15:57:00,904,Larry Bowser,checkout,15
2949,15:57:00,905,Mary Anderson,fruit,15
2950,15:57:00,906,Lila Kirk,drinks,15
2951,15:57:00,907,Paul Harris,dairy,15
2952,15:58:00,875,Joan Mendes,drinks,15
2953,15:58:00,892,Hazel Caspari,spices,15
2954,15:58:00,896,Lea Payeur,checkout,15
2955,15:58:00,897,Anna Racine,fruit,15
2956,15:58:00,900,William Dawkins,dairy,15
2957,15:58:00,902,Lorraine Woolard,checkout,15
2958,15:58:00,903,Ruben Pugh,checkout,15
2959,15:58:00,906,Lila Kirk,fruit,15
2960,15:58:00,907,Paul Harris,drinks,15
2961,15:58:00,908,James Longoria,spices,15
2962,15:58:00,909,Billy Kuhnke,fruit,15
2963,15:58:00,910,Sarah Book,dairy,15
2964,15:58:00,911,William Perkins,drinks,15
2965,15:59:00,880,Garrett Campbell,drinks,15
2966,15:59:00,885,Robert Lorenzo,dairy,15
2967,15:59:00,891,Kimberly Russell,drinks,15
2968,15:59:00,892,Hazel Caspari,dairy,15
2969,15:59:00,897,Anna Racine,checkout,15
2970,15:59:00,898,Thomas Kuhn,spices,15
2971,15:59:00,901,Brett Kendall,checkout,15
2972,15:59:00,906,Lila Kirk,checkout,15
2973,15:59:00,908,James Longoria,dairy,15
2974,15:59:00,909,Billy Kuhnke,dairy,15
2975,15:59:00,910,Sarah Book,checkout,15
2976,15:59:00,911,William Perkins,checkout,15
2977,16:00:00,885,Robert Lorenzo,checkout,16
2978,16:00:00,890,Gerard Barnett,drinks,16
2979,16:00:00,891,Kimberly Russell,spices,16
2980,16:00:00,900,William Dawkins,spices,16
2981,16:00:00,908,James Longoria,checkout,16
2982,16:00:00,909,Billy Kuhnke,spices,16
2983,16:00:00,912,Carl Shanholtz,fruit,16
2984,16:00:00,913,Elizabeth Merino,drinks,16
2985,16:00:00,914,Shayne Smithers,fruit,16
2986,16:00:00,915,Vincent Bannister,dairy,16
2987,16:01:00,875,Joan Mendes,spices,16
2988,16:01:00,880,Garrett Campbell,spices,16
2989,16:01:00,890,Gerard Barnett,spices,16
2990,16:01:00,891,Kimberly Russell,checkout,16
2991,16:01:00,898,Thomas Kuhn,checkout,16
2992,16:01:00,907,Paul Harris,checkout,16
2993,16:02:00,900,William Dawkins,dairy,16
2994,16:02:00,912,Carl Shanholtz,spices,16
2995,16:02:00,913,Elizabeth Merino,spices,16
2996,16:02:00,914,Shayne Smithers,dairy,16
2997,16:03:00,880,Garrett Campbell,checkout,16
2998,16:03:00,890,Gerard Barnett,fruit,16
2999,16:03:00,900,William Dawkins,spices,16
3000,16:03:00,905,Mary Anderson,spices,16
3001,16:03:00,912,Carl Shanholtz,drinks,16
3002,16:03:00,913,Elizabeth Merino,drinks,16
3003,16:03:00,916,Ray Lee,drinks,16
3004,16:03:00,917,Rosemary Casanova,dairy,16
3005,16:03:00,918,Kathryn Gonzales,spices,16
3006,16:03:00,919,Kyle Browning,spices,16
3007,16:03:00,920,Calvin Geissler,fruit,16
3008,16:04:00,890,Gerard Barnett,checkout,16
3009,16:04:00,892,Hazel Caspari,drinks,16
3010,16:04:00,900,William Dawkins,dairy,16
3011,16:04:00,905,Mary Anderson,dairy,16
3012,16:04:00,909,Billy Kuhnke,dairy,16
3013,16:04:00,912,Carl Shanholtz,fruit,16
3014,16:04:00,916,Ray Lee,checkout,16
3015,16:04:00,919,Kyle Browning,checkout,16
3016,16:05:00,875,Joan Mendes,checkout,16
3017,16:05:00,892,Hazel Caspari,fruit,16
3018,16:05:00,900,William Dawkins,checkout,16
3019,16:05:00,905,Mary Anderson,checkout,16
3020,16:05:00,917,Rosemary Casanova,drinks,16
3021,16:05:00,920,Calvin Geissler,checkout,16
3022,16:05:00,921,Floyd Parent,dairy,16
3023,16:06:00,913,Elizabeth Merino,checkout,16
3024,16:06:00,914,Shayne Smithers,fruit,16
3025,16:06:00,915,Vincent Bannister,fruit,16
3026,16:06:00,922,Roger Goodrich,dairy,16
3027,16:07:00,892,Hazel Caspari,checkout,16
3028,16:07:00,914,Shayne Smithers,drinks,16
3029,16:07:00,917,Rosemary Casanova,spices,16
3030,16:07:00,923,James Edwards,spices,16
3031,16:07:00,924,Cynthia Harper,fruit,16
3032,16:07:00,925,Douglas Harris,dairy,16
3033,16:08:00,909,Billy Kuhnke,checkout,16
3034,16:08:00,912,Carl Shanholtz,dairy,16
3035,16:08:00,914,Shayne Smithers,spices,16
3036,16:08:00,917,Rosemary Casanova,dairy,16
3037,16:08:00,921,Floyd Parent,checkout,16
3038,16:08:00,923,James Edwards,dairy,16
3039,16:08:00,924,Cynthia Harper,spices,16
3040,16:08:00,926,Zofia Munoz,fruit,16
3041,16:08:00,927,Dana Lopez,fruit,16
3042,16:09:00,914,Shayne Smithers,fruit,16
3043,16:09:00,915,Vincent Bannister,drinks,16
3044,16:09:00,917,Rosemary Casanova,spices,16
3045,16:09:00,918,Kathryn Gonzales,dairy,16
3046,16:09:00,927,Dana Lopez,checkout,16
3047,16:09:00,928,Diane Istre,drinks,16
